currency,valid_from,rate
CZK,2025-09-26,0.041726
AUD,2025-09-26,0.603534
CAD,2025-09-26,0.702849
USD,2025-09-27,0.932452
GBP,2025-09-27,1.174753
JPY,2025-09-27,0.006022
CHF,2025-09-27,1.006928
SEK,2025-09-27,0.090248
NOK,2025-09-27,0.087631
PLN,2025-09-27,0.241052
CZK,2025-09-27,0.041849
AUD,2025-09-27,0.604786
CAD,2025-09-27,0.702942
USD,2025-09-28,0.931065
GBP,2025-09-28,1.178267
JPY,2025-09-28,0.006027
CHF,2025-09-28,1.008230
SEK,2025-09-28,0.090160
NOK,2025-09-28,0.087775
PLN,2025-09-28,0.241050
CZK,2025-09-28,0.041731
AUD,2025-09-28,0.603376
CAD,2025-09-28,0.704203
USD,2025-09-29,0.934256
GBP,2025-09-29,1.175902
JPY,2025-09-29,0.006025
CHF,2025-09-29,1.006832
SEK,2025-09-29,0.090201
NOK,2025-09-29,0.087863
PLN,2025-09-29,0.241322
CZK,2025-09-29,0.041642
AUD,2025-09-29,0.602772
CAD,2025-09-29,0.702677
USD,2025-09-30,0.933898
GBP,2025-09-30,1.173054
JPY,2025-09-30,0.006037
CHF,2025-09-30,1.007805
SEK,2025-09-30,0.090425
NOK,2025-09-30,0.088065
PLN,2025-09-30,0.241253
CZK,2025-09-30,0.041691
AUD,2025-09-30,0.602676
CAD,2025-09-30,0.701390
USD,2025-10-01,0.933746
GBP,2025-10-01,1.176621
JPY,2025-10-01,0.006046
CHF,2025-10-01,1.004506
SEK,2025-10-01,0.090552
NOK,2025-10-01,0.088291
PLN,2025-10-01,0.240805
CZK,2025-10-01,0.041798
AUD,2025-10-01,0.603869
CAD,2025-10-01,0.703361
USD,2025-10-02,0.934861
GBP,2025-10-02,1.172765
JPY,2025-10-02,0.006055
CHF,2025-10-02,1.004791
SEK,2025-10-02,0.090816
NOK,2025-10-02,0.088446
PLN,2025-10-02,0.240724
CZK,2025-10-02,0.041869
AUD,2025-10-02,0.605983
CAD,2025-10-02,0.702813
USD,2025-10-03,0.937181
GBP,2025-10-03,1.174396
JPY,2025-10-03,0.006065
CHF,2025-10-03,1.006473
SEK,2025-10-03,0.090728
NOK,2025-10-03,0.088179
PLN,2025-10-03,0.241051
CZK,2025-10-03,0.041837
AUD,2025-10-03,0.604780
CAD,2025-10-03,0.700623
USD,2025-10-04,0.934016
GBP,2025-10-04,1.173510
JPY,2025-10-04,0.006049
CHF,2025-10-04,1.006104
SEK,2025-10-04,0.090821
NOK,2025-10-04,0.088154
PLN,2025-10-04,0.241370
CZK,2025-10-04,0.041701
AUD,2025-10-04,0.605074
CAD,2025-10-04,0.701873
USD,2025-10-05,0.936069
GBP,2025-10-05,1.171882
JPY,2025-10-05,0.006032
CHF,2025-10-05,1.008958
SEK,2025-10-05,0.090679
NOK,2025-10-05,0.088140
PLN,2025-10-05,0.242086
CZK,2025-10-05,0.041584
AUD,2025-10-05,0.605339
CAD,2025-10-05,0.703118
USD,2025-10-06,0.934452
GBP,2025-10-06,1.170505
JPY,2025-10-06,0.006042
CHF,2025-10-06,1.011880
SEK,2025-10-06,0.090893
NOK,2025-10-06,0.088016
PLN,2025-10-06,0.242920
CZK,2025-10-06,0.041439
AUD,2025-10-06,0.605481
CAD,2025-10-06,0.701449
USD,2025-10-07,0.932418
GBP,2025-10-07,1.172306
JPY,2025-10-07,0.006052
CHF,2025-10-07,1.012898
SEK,2025-10-07,0.090847
NOK,2025-10-07,0.088135
PLN,2025-10-07,0.242898
CZK,2025-10-07,0.041459
AUD,2025-10-07,0.606278
CAD,2025-10-07,0.703708
USD,2025-10-08,0.931124
GBP,2025-10-08,1.168885
JPY,2025-10-08,0.006044
CHF,2025-10-08,1.011845
SEK,2025-10-08,0.090860
NOK,2025-10-08,0.088418
PLN,2025-10-08,0.242316
CZK,2025-10-08,0.041454
AUD,2025-10-08,0.605889
CAD,2025-10-08,0.701885
USD,2025-10-09,0.928337
GBP,2025-10-09,1.169879
JPY,2025-10-09,0.006049
CHF,2025-10-09,1.015301
SEK,2025-10-09,0.090744
NOK,2025-10-09,0.088368
PLN,2025-10-09,0.242326
CZK,2025-10-09,0.041383
AUD,2025-10-09,0.603895
CAD,2025-10-09,0.703730
USD,2025-10-10,0.928778
GBP,2025-10-10,1.168065
JPY,2025-10-10,0.006034
CHF,2025-10-10,1.013310
SEK,2025-10-10,0.090453
NOK,2025-10-10,0.088455
PLN,2025-10-10,0.242547
CZK,2025-10-10,0.041323
AUD,2025-10-10,0.605215
CAD,2025-10-10,0.705522
USD,2025-10-11,0.931170
GBP,2025-10-11,1.166480
JPY,2025-10-11,0.006015
CHF,2025-10-11,1.015723
SEK,2025-10-11,0.090238
NOK,2025-10-11,0.088577
PLN,2025-10-11,0.243008
CZK,2025-10-11,0.041351
AUD,2025-10-11,0.606122
CAD,2025-10-11,0.704379
USD,2025-10-12,0.932086
GBP,2025-10-12,1.169310
JPY,2025-10-12,0.006000
CHF,2025-10-12,1.016070
SEK,2025-10-12,0.090403
NOK,2025-10-12,0.088565
PLN,2025-10-12,0.242822
CZK,2025-10-12,0.041302
AUD,2025-10-12,0.605557
CAD,2025-10-12,0.705326
USD,2025-10-13,0.929631
GBP,2025-10-13,1.171838
JPY,2025-10-13,0.006006
CHF,2025-10-13,1.014170
SEK,2025-10-13,0.090490
NOK,2025-10-13,0.088348
PLN,2025-10-13,0.242433
CZK,2025-10-13,0.041202
AUD,2025-10-13,0.606968
CAD,2025-10-13,0.704387
USD,2025-10-14,0.932310
GBP,2025-10-14,1.172932
JPY,2025-10-14,0.006009
CHF,2025-10-14,1.016121
SEK,2025-10-14,0.090677
NOK,2025-10-14,0.088478
PLN,2025-10-14,0.243254
CZK,2025-10-14,0.041238
AUD,2025-10-14,0.609042
CAD,2025-10-14,0.705758
USD,2025-10-15,0.931781
GBP,2025-10-15,1.176595
JPY,2025-10-15,0.006003
CHF,2025-10-15,1.013686
SEK,2025-10-15,0.090502
NOK,2025-10-15,0.088526
PLN,2025-10-15,0.242836
CZK,2025-10-15,0.041213
AUD,2025-10-15,0.607165
CAD,2025-10-15,0.705633
USD,2025-10-16,0.931550
GBP,2025-10-16,1.177213
JPY,2025-10-16,0.005994
CHF,2025-10-16,1.014521
SEK,2025-10-16,0.090442
NOK,2025-10-16,0.088376
PLN,2025-10-16,0.243165
CZK,2025-10-16,0.041311
AUD,2025-10-16,0.605057
CAD,2025-10-16,0.708034
USD,2025-10-17,0.931900
GBP,2025-10-17,1.174706
JPY,2025-10-17,0.006003
CHF,2025-10-17,1.012333
SEK,2025-10-17,0.090612
NOK,2025-10-17,0.088352
PLN,2025-10-17,0.242461
CZK,2025-10-17,0.041206
AUD,2025-10-17,0.603750
CAD,2025-10-17,0.708876
USD,2025-10-18,0.929115
GBP,2025-10-18,1.176099
JPY,2025-10-18,0.005984
CHF,2025-10-18,1.011460
SEK,2025-10-18,0.090582
NOK,2025-10-18,0.088238
PLN,2025-10-18,0.242483
CZK,2025-10-18,0.041222
AUD,2025-10-18,0.605494
CAD,2025-10-18,0.708890
USD,2025-10-19,0.926051
GBP,2025-10-19,1.174346
JPY,2025-10-19,0.005998
CHF,2025-10-19,1.010133
SEK,2025-10-19,0.090893
NOK,2025-10-19,0.088198
PLN,2025-10-19,0.242538
CZK,2025-10-19,0.041267
AUD,2025-10-19,0.606168
CAD,2025-10-19,0.709118
USD,2025-10-20,0.924758
GBP,2025-10-20,1.175500
JPY,2025-10-20,0.006002
CHF,2025-10-20,1.012564
SEK,2025-10-20,0.090867
NOK,2025-10-20,0.088454
PLN,2025-10-20,0.242719
CZK,2025-10-20,0.041386
AUD,2025-10-20,0.605955
CAD,2025-10-20,0.707286
USD,2025-10-21,0.922038
GBP,2025-10-21,1.179485
JPY,2025-10-21,0.006014
CHF,2025-10-21,1.015092
SEK,2025-10-21,0.091016
NOK,2025-10-21,0.088717
PLN,2025-10-21,0.243434
CZK,2025-10-21,0.041426
AUD,2025-10-21,0.603874
CAD,2025-10-21,0.708494
USD,2025-10-22,0.919946
GBP,2025-10-22,1.177819
JPY,2025-10-22,0.006014
CHF,2025-10-22,1.013893
SEK,2025-10-22,0.090990
NOK,2025-10-22,0.088817
PLN,2025-10-22,0.243337
CZK,2025-10-22,0.041495
AUD,2025-10-22,0.605190
CAD,2025-10-22,0.706978
USD,2025-10-23,0.917753
GBP,2025-10-23,1.181098
JPY,2025-10-23,0.006020
CHF,2025-10-23,1.010703
SEK,2025-10-23,0.091189
NOK,2025-10-23,0.088897
PLN,2025-10-23,0.243366
CZK,2025-10-23,0.041601
AUD,2025-10-23,0.606575
CAD,2025-10-23,0.709299
USD,2025-10-24,0.918741
GBP,2025-10-24,1.184754
JPY,2025-10-24,0.006006
CHF,2025-10-24,1.009538
SEK,2025-10-24,0.091288
NOK,2025-10-24,0.088964
PLN,2025-10-24,0.244060
CZK,2025-10-24,0.041534
AUD,2025-10-24,0.608325
CAD,2025-10-24,0.709581
USD,2025-10-25,0.920627
GBP,2025-10-25,1.183894
JPY,2025-10-25,0.005994
CHF,2025-10-25,1.009796
SEK,2025-10-25,0.091241
NOK,2025-10-25,0.089147
PLN,2025-10-25,0.243793
CZK,2025-10-25,0.041408
AUD,2025-10-25,0.608417
CAD,2025-10-25,0.710183
USD,2025-10-26,0.917614
GBP,2025-10-26,1.181170
JPY,2025-10-26,0.005985
CHF,2025-10-26,1.011097
SEK,2025-10-26,0.091465
NOK,2025-10-26,0.089005
PLN,2025-10-26,0.243561
CZK,2025-10-26,0.041392
AUD,2025-10-26,0.609897
CAD,2025-10-26,0.710472
USD,2025-10-27,0.915936
GBP,2025-10-27,1.184239
JPY,2025-10-27,0.006003
CHF,2025-10-27,1.014082
SEK,2025-10-27,0.091255
NOK,2025-10-27,0.089166
PLN,2025-10-27,0.244132
CZK,2025-10-27,0.041252
AUD,2025-10-27,0.611067
CAD,2025-10-27,0.710566
USD,2025-10-28,0.916607
GBP,2025-10-28,1.180880
JPY,2025-10-28,0.005988
CHF,2025-10-28,1.015316
SEK,2025-10-28,0.091528
NOK,2025-10-28,0.089204
PLN,2025-10-28,0.244092
CZK,2025-10-28,0.041148
AUD,2025-10-28,0.612965
CAD,2025-10-28,0.709460
USD,2025-10-29,0.916192
GBP,2025-10-29,1.178518
JPY,2025-10-29,0.005992
CHF,2025-10-29,1.013284
SEK,2025-10-29,0.091405
NOK,2025-10-29,0.089140
PLN,2025-10-29,0.243287
CZK,2025-10-29,0.041201
AUD,2025-10-29,0.612124
CAD,2025-10-29,0.708865
USD,2025-10-30,0.914487
GBP,2025-10-30,1.179833
JPY,2025-10-30,0.005988
CHF,2025-10-30,1.014549
SEK,2025-10-30,0.091112
NOK,2025-10-30,0.088952
PLN,2025-10-30,0.242650
CZK,2025-10-30,0.041128
AUD,2025-10-30,0.614236
CAD,2025-10-30,0.710561
USD,2025-10-31,0.915637
GBP,2025-10-31,1.178025
JPY,2025-10-31,0.005978
CHF,2025-10-31,1.015094
SEK,2025-10-31,0.090982
NOK,2025-10-31,0.088853
PLN,2025-10-31,0.242808
CZK,2025-10-31,0.041195
AUD,2025-10-31,0.613526
CAD,2025-10-31,0.710313
USD,2025-11-01,0.914326
GBP,2025-11-01,1.175812
JPY,2025-11-01,0.005985
CHF,2025-11-01,1.013296
SEK,2025-11-01,0.090976
NOK,2025-11-01,0.089117
PLN,2025-11-01,0.243519
CZK,2025-11-01,0.041098
AUD,2025-11-01,0.613723
CAD,2025-11-01,0.709739
USD,2025-11-02,0.911260
GBP,2025-11-02,1.176338
JPY,2025-11-02,0.005979
CHF,2025-11-02,1.015713
SEK,2025-11-02,0.091219
NOK,2025-11-02,0.088876
PLN,2025-11-02,0.242790
CZK,2025-11-02,0.040977
AUD,2025-11-02,0.614620
CAD,2025-11-02,0.709934
USD,2025-11-03,0.912285
GBP,2025-11-03,1.175356
JPY,2025-11-03,0.005983
CHF,2025-11-03,1.017482
SEK,2025-11-03,0.090982
NOK,2025-11-03,0.088573
PLN,2025-11-03,0.242776
CZK,2025-11-03,0.041034
AUD,2025-11-03,0.616577
CAD,2025-11-03,0.709259
USD,2025-11-04,0.913475
GBP,2025-11-04,1.177301
JPY,2025-11-04,0.005966
CHF,2025-11-04,1.016181
SEK,2025-11-04,0.090779
NOK,2025-11-04,0.088322
PLN,2025-11-04,0.242525
CZK,2025-11-04,0.041085
AUD,2025-11-04,0.617114
CAD,2025-11-04,0.710822
USD,2025-11-05,0.913473
GBP,2025-11-05,1.173242
JPY,2025-11-05,0.005950
CHF,2025-11-05,1.014032
SEK,2025-11-05,0.090923
NOK,2025-11-05,0.088156
PLN,2025-11-05,0.243324
CZK,2025-11-05,0.041195
AUD,2025-11-05,0.617175
CAD,2025-11-05,0.708842
USD,2025-11-06,0.915821
GBP,2025-11-06,1.174567
JPY,2025-11-06,0.005967
CHF,2025-11-06,1.016749
SEK,2025-11-06,0.090901
NOK,2025-11-06,0.087988
PLN,2025-11-06,0.242635
CZK,2025-11-06,0.041146
AUD,2025-11-06,0.617913
CAD,2025-11-06,0.708231
USD,2025-11-07,0.915072
GBP,2025-11-07,1.172994
JPY,2025-11-07,0.005976
CHF,2025-11-07,1.018066
SEK,2025-11-07,0.090940
NOK,2025-11-07,0.087694
PLN,2025-11-07,0.243439
CZK,2025-11-07,0.041189
AUD,2025-11-07,0.619268
CAD,2025-11-07,0.710518
USD,2025-11-08,0.913794
GBP,2025-11-08,1.176785
JPY,2025-11-08,0.005957
CHF,2025-11-08,1.019420
SEK,2025-11-08,0.091129
NOK,2025-11-08,0.087648
PLN,2025-11-08,0.243359
CZK,2025-11-08,0.041326
AUD,2025-11-08,0.619275
CAD,2025-11-08,0.711490
USD,2025-11-09,0.912552
GBP,2025-11-09,1.177986
JPY,2025-11-09,0.005952
CHF,2025-11-09,1.020235
SEK,2025-11-09,0.091416
NOK,2025-11-09,0.087399
PLN,2025-11-09,0.242558
CZK,2025-11-09,0.041468
AUD,2025-11-09,0.619846
CAD,2025-11-09,0.711229
USD,2025-11-10,0.911289
GBP,2025-11-10,1.177047
JPY,2025-11-10,0.005956
CHF,2025-11-10,1.021464
SEK,2025-11-10,0.091336
NOK,2025-11-10,0.087566
PLN,2025-11-10,0.242654
CZK,2025-11-10,0.041601
AUD,2025-11-10,0.620178
CAD,2025-11-10,0.711054
USD,2025-11-11,0.912008
GBP,2025-11-11,1.179554
JPY,2025-11-11,0.005948
CHF,2025-11-11,1.021512
SEK,2025-11-11,0.091407
NOK,2025-11-11,0.087793
PLN,2025-11-11,0.241902
CZK,2025-11-11,0.041505
AUD,2025-11-11,0.620520
CAD,2025-11-11,0.711228
USD,2025-11-12,0.914178
GBP,2025-11-12,1.180490
JPY,2025-11-12,0.005957
CHF,2025-11-12,1.021126
SEK,2025-11-12,0.091600
NOK,2025-11-12,0.088000
PLN,2025-11-12,0.242007
CZK,2025-11-12,0.041422
AUD,2025-11-12,0.622044
CAD,2025-11-12,0.712448
USD,2025-11-13,0.911004
GBP,2025-11-13,1.178015
JPY,2025-11-13,0.005963
CHF,2025-11-13,1.019991
SEK,2025-11-13,0.091390
NOK,2025-11-13,0.088011
PLN,2025-11-13,0.242822
CZK,2025-11-13,0.041412
AUD,2025-11-13,0.622155
CAD,2025-11-13,0.710478
USD,2025-11-14,0.908427
GBP,2025-11-14,1.180318
JPY,2025-11-14,0.005960
CHF,2025-11-14,1.019861
SEK,2025-11-14,0.091174
NOK,2025-11-14,0.088104
PLN,2025-11-14,0.242977
CZK,2025-11-14,0.041548
AUD,2025-11-14,0.623981
CAD,2025-11-14,0.710445
USD,2025-11-15,0.910896
GBP,2025-11-15,1.183587
JPY,2025-11-15,0.005979
CHF,2025-11-15,1.018417
SEK,2025-11-15,0.091195
NOK,2025-11-15,0.087930
PLN,2025-11-15,0.243462
CZK,2025-11-15,0.041676
AUD,2025-11-15,0.624416
CAD,2025-11-15,0.710119
USD,2025-11-16,0.910105
GBP,2025-11-16,1.184825
JPY,2025-11-16,0.005999
CHF,2025-11-16,1.016066
SEK,2025-11-16,0.090931
NOK,2025-11-16,0.088084
PLN,2025-11-16,0.244155
CZK,2025-11-16,0.041785
AUD,2025-11-16,0.625106
CAD,2025-11-16,0.711871
USD,2025-11-17,0.911423
GBP,2025-11-17,1.183443
JPY,2025-11-17,0.006020
CHF,2025-11-17,1.013648
SEK,2025-11-17,0.090657
NOK,2025-11-17,0.087810
PLN,2025-11-17,0.243828
CZK,2025-11-17,0.041793
AUD,2025-11-17,0.626457
CAD,2025-11-17,0.713659
USD,2025-11-18,0.912329
GBP,2025-11-18,1.183451
JPY,2025-11-18,0.006029
CHF,2025-11-18,1.011220
SEK,2025-11-18,0.090682
NOK,2025-11-18,0.087621
PLN,2025-11-18,0.243514
CZK,2025-11-18,0.041698
AUD,2025-11-18,0.627437
CAD,2025-11-18,0.715293
USD,2025-11-19,0.914621
GBP,2025-11-19,1.182436
JPY,2025-11-19,0.006009
CHF,2025-11-19,1.011439
SEK,2025-11-19,0.090776
NOK,2025-11-19,0.087333
PLN,2025-11-19,0.243462
CZK,2025-11-19,0.041751
AUD,2025-11-19,0.627460
CAD,2025-11-19,0.714062
USD,2025-11-20,0.911637
GBP,2025-11-20,1.183270
JPY,2025-11-20,0.006028
CHF,2025-11-20,1.009170
SEK,2025-11-20,0.090492
NOK,2025-11-20,0.087160
PLN,2025-11-20,0.243148
CZK,2025-11-20,0.041804
AUD,2025-11-20,0.626715
CAD,2025-11-20,0.714426
USD,2025-11-21,0.914024
GBP,2025-11-21,1.181987
JPY,2025-11-21,0.006043
CHF,2025-11-21,1.005924
SEK,2025-11-21,0.090495
NOK,2025-11-21,0.086936
PLN,2025-11-21,0.242388
CZK,2025-11-21,0.041715
AUD,2025-11-21,0.626445
CAD,2025-11-21,0.716673
USD,2025-11-22,0.915237
GBP,2025-11-22,1.180378
JPY,2025-11-22,0.006060
CHF,2025-11-22,1.008486
SEK,2025-11-22,0.090637
NOK,2025-11-22,0.086695
PLN,2025-11-22,0.242518
CZK,2025-11-22,0.041585
AUD,2025-11-22,0.627508
CAD,2025-11-22,0.718487
USD,2025-11-23,0.917465
GBP,2025-11-23,1.177342
JPY,2025-11-23,0.006065
CHF,2025-11-23,1.009131
SEK,2025-11-23,0.090727
NOK,2025-11-23,0.086733
PLN,2025-11-23,0.242319
CZK,2025-11-23,0.041482
AUD,2025-11-23,0.628098
CAD,2025-11-23,0.716966
USD,2025-11-24,0.918482
GBP,2025-11-24,1.177835
JPY,2025-11-24,0.006084
CHF,2025-11-24,1.009587
SEK,2025-11-24,0.090762
NOK,2025-11-24,0.086584
PLN,2025-11-24,0.242325
CZK,2025-11-24,0.041485
AUD,2025-11-24,0.629705
CAD,2025-11-24,0.717529
USD,2025-11-25,0.918953
GBP,2025-11-25,1.177102
JPY,2025-11-25,0.006068
CHF,2025-11-25,1.006527
SEK,2025-11-25,0.091075
NOK,2025-11-25,0.086561
PLN,2025-11-25,0.243108
CZK,2025-11-25,0.041420
AUD,2025-11-25,0.630556
CAD,2025-11-25,0.717499
USD,2025-11-26,0.919230
GBP,2025-11-26,1.179341
JPY,2025-11-26,0.006076
CHF,2025-11-26,1.005661
SEK,2025-11-26,0.090883
NOK,2025-11-26,0.086442
PLN,2025-11-26,0.243705
CZK,2025-11-26,0.041350
AUD,2025-11-26,0.631191
CAD,2025-11-26,0.719031
USD,2025-11-27,0.919808
GBP,2025-11-27,1.175678
JPY,2025-11-27,0.006073
CHF,2025-11-27,1.007120
SEK,2025-11-27,0.091029
NOK,2025-11-27,0.086383
PLN,2025-11-27,0.242857
CZK,2025-11-27,0.041302
AUD,2025-11-27,0.631716
CAD,2025-11-27,0.718755
USD,2025-11-28,0.919257
GBP,2025-11-28,1.176814
JPY,2025-11-28,0.006063
CHF,2025-11-28,1.004133
SEK,2025-11-28,0.090813
NOK,2025-11-28,0.086434
PLN,2025-11-28,0.243099
CZK,2025-11-28,0.041438
AUD,2025-11-28,0.632184
CAD,2025-11-28,0.718720
USD,2025-11-29,0.916696
GBP,2025-11-29,1.178984
JPY,2025-11-29,0.006052
CHF,2025-11-29,1.007115
SEK,2025-11-29,0.090721
NOK,2025-11-29,0.086608
PLN,2025-11-29,0.242855
CZK,2025-11-29,0.041467
AUD,2025-11-29,0.630575
CAD,2025-11-29,0.718664
USD,2025-11-30,0.916778
GBP,2025-11-30,1.175415
JPY,2025-11-30,0.006041
CHF,2025-11-30,1.005479
SEK,2025-11-30,0.090927
NOK,2025-11-30,0.086553
PLN,2025-11-30,0.242117
CZK,2025-11-30,0.041473
AUD,2025-11-30,0.631755
CAD,2025-11-30,0.716780
USD,2025-12-01,0.918526
GBP,2025-12-01,1.177021
JPY,2025-12-01,0.006025
CHF,2025-12-01,1.007962
SEK,2025-12-01,0.090970
NOK,2025-12-01,0.086549
PLN,2025-12-01,0.241626
CZK,2025-12-01,0.041404
AUD,2025-12-01,0.629634
CAD,2025-12-01,0.715681
USD,2025-12-02,0.921267
GBP,2025-12-02,1.179862
JPY,2025-12-02,0.006034
CHF,2025-12-02,1.010092
SEK,2025-12-02,0.091279
NOK,2025-12-02,0.086622
PLN,2025-12-02,0.241384
CZK,2025-12-02,0.041473
AUD,2025-12-02,0.628044
CAD,2025-12-02,0.714264
USD,2025-12-03,0.921316
GBP,2025-12-03,1.178735
JPY,2025-12-03,0.006044
CHF,2025-12-03,1.011407
SEK,2025-12-03,0.090997
NOK,2025-12-03,0.086351
PLN,2025-12-03,0.241518
CZK,2025-12-03,0.041380
AUD,2025-12-03,0.628129
CAD,2025-12-03,0.714488
USD,2025-12-04,0.921459
GBP,2025-12-04,1.176943
JPY,2025-12-04,0.006027
CHF,2025-12-04,1.011080
SEK,2025-12-04,0.091246
NOK,2025-12-04,0.086326
PLN,2025-12-04,0.241289
CZK,2025-12-04,0.041370
AUD,2025-12-04,0.626262
CAD,2025-12-04,0.714438
USD,2025-12-05,0.920855
GBP,2025-12-05,1.175162
JPY,2025-12-05,0.006043
CHF,2025-12-05,1.009306
SEK,2025-12-05,0.091518
NOK,2025-12-05,0.086496
PLN,2025-12-05,0.241224
CZK,2025-12-05,0.041452
AUD,2025-12-05,0.624563
CAD,2025-12-05,0.716148
USD,2025-12-06,0.923718
GBP,2025-12-06,1.172169
JPY,2025-12-06,0.006025
CHF,2025-12-06,1.008299
SEK,2025-12-06,0.091616
NOK,2025-12-06,0.086266
PLN,2025-12-06,0.241600
CZK,2025-12-06,0.041559
AUD,2025-12-06,0.626614
CAD,2025-12-06,0.716694
USD,2025-12-07,0.922280
GBP,2025-12-07,1.170005
JPY,2025-12-07,0.006033
CHF,2025-12-07,1.011453
SEK,2025-12-07,0.091370
NOK,2025-12-07,0.086455
PLN,2025-12-07,0.241833
CZK,2025-12-07,0.041454
AUD,2025-12-07,0.626313
CAD,2025-12-07,0.716079
USD,2025-12-08,0.925142
GBP,2025-12-08,1.166103
JPY,2025-12-08,0.006024
CHF,2025-12-08,1.013631
SEK,2025-12-08,0.091119
NOK,2025-12-08,0.086596
PLN,2025-12-08,0.241184
CZK,2025-12-08,0.041518
AUD,2025-12-08,0.624331
CAD,2025-12-08,0.717081
USD,2025-12-09,0.922379
GBP,2025-12-09,1.163941
JPY,2025-12-09,0.006031
CHF,2025-12-09,1.011347
SEK,2025-12-09,0.091263
NOK,2025-12-09,0.086754
PLN,2025-12-09,0.240563
CZK,2025-12-09,0.041454
AUD,2025-12-09,0.624715
CAD,2025-12-09,0.718797
USD,2025-12-10,0.922590
GBP,2025-12-10,1.163647
JPY,2025-12-10,0.006033
CHF,2025-12-10,1.014462
SEK,2025-12-10,0.091535
NOK,2025-12-10,0.086522
PLN,2025-12-10,0.240623
CZK,2025-12-10,0.041477
AUD,2025-12-10,0.626357
CAD,2025-12-10,0.717526
USD,2025-12-11,0.922947
GBP,2025-12-11,1.160650
JPY,2025-12-11,0.006015
CHF,2025-12-11,1.012613
SEK,2025-12-11,0.091433
NOK,2025-12-11,0.086234
PLN,2025-12-11,0.240139
CZK,2025-12-11,0.041598
AUD,2025-12-11,0.625117
CAD,2025-12-11,0.715281
USD,2025-12-12,0.923643
GBP,2025-12-12,1.161164
JPY,2025-12-12,0.005994
CHF,2025-12-12,1.014975
SEK,2025-12-12,0.091705
NOK,2025-12-12,0.086379
PLN,2025-12-12,0.240444
CZK,2025-12-12,0.041666
AUD,2025-12-12,0.623795
CAD,2025-12-12,0.716945
USD,2025-12-13,0.922663
GBP,2025-12-13,1.159741
JPY,2025-12-13,0.005980
CHF,2025-12-13,1.015095
SEK,2025-12-13,0.091589
NOK,2025-12-13,0.086167
PLN,2025-12-13,0.239710
CZK,2025-12-13,0.041603
AUD,2025-12-13,0.623461
CAD,2025-12-13,0.717370
USD,2025-12-14,0.923875
GBP,2025-12-14,1.156987
JPY,2025-12-14,0.005989
CHF,2025-12-14,1.015003
SEK,2025-12-14,0.091795
NOK,2025-12-14,0.086146
PLN,2025-12-14,0.239910
CZK,2025-12-14,0.041650
AUD,2025-12-14,0.623228
CAD,2025-12-14,0.719568
USD,2025-12-15,0.920858
GBP,2025-12-15,1.158486
JPY,2025-12-15,0.006008
CHF,2025-12-15,1.016906
SEK,2025-12-15,0.091695
NOK,2025-12-15,0.086062
PLN,2025-12-15,0.240345
CZK,2025-12-15,0.041575
AUD,2025-12-15,0.622089
CAD,2025-12-15,0.719657
USD,2025-12-16,0.920465
GBP,2025-12-16,1.161659
JPY,2025-12-16,0.006023
CHF,2025-12-16,1.017989
SEK,2025-12-16,0.091467
NOK,2025-12-16,0.085920
PLN,2025-12-16,0.240818
CZK,2025-12-16,0.041438
AUD,2025-12-16,0.620973
CAD,2025-12-16,0.719185
USD,2025-12-17,0.921551
GBP,2025-12-17,1.163043
JPY,2025-12-17,0.006017
CHF,2025-12-17,1.017729
SEK,2025-12-17,0.091468
NOK,2025-12-17,0.085883
PLN,2025-12-17,0.240685
CZK,2025-12-17,0.041502
AUD,2025-12-17,0.620391
CAD,2025-12-17,0.719166
USD,2025-12-18,0.918859
GBP,2025-12-18,1.165314
JPY,2025-12-18,0.006001
CHF,2025-12-18,1.020016
SEK,2025-12-18,0.091463
NOK,2025-12-18,0.085908
PLN,2025-12-18,0.240466
CZK,2025-12-18,0.041606
AUD,2025-12-18,0.621373
CAD,2025-12-18,0.717377
USD,2025-12-19,0.921990
GBP,2025-12-19,1.162665
JPY,2025-12-19,0.006017
CHF,2025-12-19,1.018407
SEK,2025-12-19,0.091388
NOK,2025-12-19,0.085787
PLN,2025-12-19,0.241042
CZK,2025-12-19,0.041682
AUD,2025-12-19,0.622214
CAD,2025-12-19,0.716760
USD,2025-12-20,0.921863
GBP,2025-12-20,1.165958
JPY,2025-12-20,0.006017
CHF,2025-12-20,1.017363
SEK,2025-12-20,0.091269
NOK,2025-12-20,0.085988
PLN,2025-12-20,0.240924
CZK,2025-12-20,0.041637
AUD,2025-12-20,0.621530
CAD,2025-12-20,0.718367
USD,2025-12-21,0.920699
GBP,2025-12-21,1.163279
JPY,2025-12-21,0.006012
CHF,2025-12-21,1.017448
SEK,2025-12-21,0.091334
NOK,2025-12-21,0.085881
PLN,2025-12-21,0.240408
CZK,2025-12-21,0.041546
AUD,2025-12-21,0.619693
CAD,2025-12-21,0.720353
USD,2025-12-22,0.921262
GBP,2025-12-22,1.160884
JPY,2025-12-22,0.005991
CHF,2025-12-22,1.020406
SEK,2025-12-22,0.091562
NOK,2025-12-22,0.086002
PLN,2025-12-22,0.240747
CZK,2025-12-22,0.041462
AUD,2025-12-22,0.620012
CAD,2025-12-22,0.722847
USD,2025-12-23,0.922912
GBP,2025-12-23,1.160450
JPY,2025-12-23,0.005995
CHF,2025-12-23,1.019608
SEK,2025-12-23,0.091614
NOK,2025-12-23,0.086223
